Journal Title,eISSN,Open Access Status,Included in R&P agreement,Explanation if not included,Subject,Publisher,Agreement Duration
International Journal of Mechanical Engineering Education,2050-4586,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Asian Journal of Comparative Politics,2057-892X,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
The Neuroradiology Journal,2385-1996,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Interventional Neuroradiology,2385-2011,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Journal of Creating Value,2454-213X,Hybrid,Y,,Business & Management,SAGE,2025-2027
International Journal of Stroke,1747-4949,Hybrid,Y,,Neurology,SAGE,2025-2027
Environment and Planning A: Economy and Space,1472-3409,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
Environment and Planning B: Urban Analytics and City Science,2399-8091,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
Environment and Planning C: Politics and Space,2399-6552,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
Environment and Planning D: Society and Space,1472-3433,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
Perception,1468-4233,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Wind Engineering,2048-402X,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Energy & Environment,2048-4070,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
International Journal of Sports Science & Coaching,2048-397X,Hybrid,Y,,Sociology,SAGE,2025-2027
International Journal of Architectural Computing,2048-3988,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Advances in Structural Engineering,2048-4011,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
International Journal of Aeroacoustics,2048-4003,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Noise & Vibration Worldwide,2048-4062,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
International Journal of Space Structures,2059-8033,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Building Acoustics,2059-8025,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
International Journal of Spray and Combustion Dynamics,1756-8285,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Journal of Development Policy and Practice,2455-4953,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Media International Australia,2200-467X,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
Political Studies,1467-9248,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Political Studies Review,1478-9302,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
The British Journal of Politics and International Relations,1467-856X,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Political Insight,2041-9066,Not Applicable,N,subcription,Political Science & International Relations,SAGE,2025-2027
Politics,1467-9256,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Journal of Cerebral Blood Flow & Metabolism,1559-7016,Hybrid,Y,,Life & Biomedical Sciences,SAGE,2025-2027
Alternative Law Journal,2398-9084,Hybrid,Y,,Vocational & Professional Studies,SAGE,2025-2027
European Journal of Mass Spectrometry,1751-6838,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Journal of Near Infrared Spectroscopy,1751-6552,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
NIR news,1756-2708,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Sociological Bulletin,2457-0257,Hybrid,Y,,Sociology,SAGE,2025-2027
Journal of Neonatology,0973-2187,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Journal of Modern European History,2631-9764,Hybrid,Y,,History,SAGE,2025-2027
Applied Spectroscopy,1943-3530,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
Metamorphosis,2348-9324,Hybrid,Y,,Business & Management,SAGE,2025-2027
International Journal of Protective Structures,2041-420X,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
British Journal of Music Therapy,2059-9773,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Journal of Heritage Management,2456-4796,Hybrid,Y,,Cultural Studies,SAGE,2025-2027
Contemporary Voice of Dalit,2456-0502,Hybrid,Y,,Sociology,SAGE,2025-2027
Alexandria,2050-4551,Hybrid,Y,,Vocational & Professional Studies,SAGE,2025-2027
Cahiers Élisabéthains,2054-4715,Hybrid,Y,,Arts & Humanities,SAGE,2025-2027
Critical Studies in Television,1749-6039,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
Indian Journal of Human Development,2456-480X,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Irish Economic and Social History,2050-4918,Hybrid,Y,,Area & Ethnic Studies,SAGE,2025-2027
Irish Journal of Sociology,2050-5280,Hybrid,Y,,Sociology,SAGE,2025-2027
Journal of Adult and Continuing Education,1479-7194,Hybrid,Y,,Education,SAGE,2025-2027
The Journal of Transport History,1759-3999,Hybrid,Y,,History,SAGE,2025-2027
Literature & History,2050-4594,Hybrid,Y,,Arts & Humanities,SAGE,2025-2027
Nineteenth Century Theatre and Film,2048-2906,Hybrid,Y,,Cultural Studies,SAGE,2025-2027
International Bulletin of Mission Research,2396-9407,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Research in Education,2050-4608,Hybrid,Y,,Education,SAGE,2025-2027
European Stroke Journal,2396-9881,Hybrid,Y,,Neurology,SAGE,2025-2027
German Journal of Human Resource Management,2397-0030,Hybrid,Y,,Business & Management,SAGE,2025-2027
Health Information Management Journal,1833-3575,Hybrid,Y,,Public Health,SAGE,2025-2027
Urbanisation,2456-3714,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
The Downside Review,2397-3498,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
ANTYAJAA: Indian Journal of Women and Social Change,2456-3722,Hybrid,Y,,Sociology,SAGE,2025-2027
Industry and Higher Education,2043-6858,Hybrid,Y,,Business & Management,SAGE,2025-2027
The International Journal of Entrepreneurship and Innovation,2043-6882,Hybrid,Y,,Business & Management,SAGE,2025-2027
Outlook on Agriculture,2043-6866,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Tourism Economics,2044-0375,Hybrid,Y,,Vocational & Professional Studies,SAGE,2025-2027
The Sociological Review,1467-954X,Hybrid,Y,,Sociology,SAGE,2025-2027
The Indian Economic Journal,2631-617X,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Indian Journal of Public Administration,2457-0222,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Clinical Medicine Insights: Arthritis and Musculoskeletal Disorders,1179-5441,Gold OA,Y,Discounted,Clinical Medicine,SAGE,2025-2027
Clinical Medicine Insights: Pediatrics,1179-5565,Gold OA,Y,Discounted,Clinical Medicine,SAGE,2025-2027
Indian Journal of Clinical Medicine,1179-9161,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
International Journal of Tryptophan Research,1178-6469,Gold OA,Y,Discounted,Life & Biomedical Sciences,SAGE,2025-2027
Journal of General Management,1759-6106,Hybrid,Y,,Business & Management,SAGE,2025-2027
Maastricht Journal of European and Comparative Law,2399-5548,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Netherlands Quarterly of Human Rights,2214-7357,Subscribe to open,Y,,Political Science & International Relations,SAGE,2025-2027
European Journal of Social Security,2399-2948,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
New Journal of European Criminal Law,2399-293X,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
European Labour Law Journal,2399-5556,Hybrid,Y,,Business & Management,SAGE,2025-2027
Competition and Regulation in Network Industries,2399-2956,Hybrid,Y,,Business & Management,SAGE,2025-2027
Journal of Chinese Writing Systems,2513-8510,Hybrid,Y,,Arts & Humanities,SAGE,2025-2027
AlterNative: An International Journal of Indigenous Peoples,1174-1740,Hybrid,Y,,Area & Ethnic Studies,SAGE,2025-2027
The Journal of Egyptian Archaeology,2514-0582,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Quarterly Journal of Experimental Psychology,1747-0226,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Environment and Planning E: Nature and Space,2514-8494,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
International Journal of Market Research,2515-2173,Hybrid,Y,,Sociology,SAGE,2025-2027
Journal of Advanced Oral Research,2320-2076,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Journal of Perioperative Practice,2515-7949,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
European Journal of Ophthalmology,1724-6016,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
HIP International,1724-6067,Hybrid,Y,,"Orthopedics, Biomechanics & Sports Medicine",SAGE,2025-2027
Journal of Endometriosis and Pelvic Pain Disorders,2284-0273,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Journal of Onco-Nephrology,2399-3707,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Journal of Scleroderma and Related Disorders,2397-1991,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
The International Journal of Artificial Organs,1724-6040,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
The Journal of Vascular Access,1724-6032,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Tumori Journal,2038-2529,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Urologia Journal,1724-6075,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Christian Education Journal,2378-525X,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Journal of Psychology and Theology,2328-1162,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Journal of Spiritual Formation and Soul Care,2328-1030,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Evaluation Journal of Australasia,2515-9372,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
FIIB Business Review,2455-2658,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Journal of Victimology and Victim Justice,2516-6077,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
Journal of Operations and Strategic Planning,2516-6018,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
The International Journal of Community and Social Development,2516-6034,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Arthaniti: Journal of Economic Theory and Practice,2517-2654,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Journal of Social Inclusion Studies,2516-6123,Hybrid,Y,,Sociology,SAGE,2025-2027
Journal of Micromanufacturing,2516-5992,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Feminist Review,1466-4380,Hybrid,Y,,Sociology,SAGE,2025-2027
Journal of Stroke Medicine,2516-6093,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Developmental Child Welfare,2516-1040,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Archive for the Psychology of Religion,1573-6121,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Journal of Information Technology Teaching Cases,2043-8869,Hybrid,Y,,Science & Society Studies,SAGE,2025-2027
Journal of Information Technology,1466-4437,Hybrid,Y,,Science & Society Studies,SAGE,2025-2027
Acupuncture in Medicine,1759-9873,Hybrid,Y,,"Orthopedics, Biomechanics & Sports Medicine",SAGE,2025-2027
Studia Liturgica,2517-4797,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Cellular Polymers,1478-2421,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Polymers from Renewable Resources,2045-1377,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
"Progress in Rubber, Plastics and Recycling Technology",1478-2413,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
NHRD Network Journal,2631-455X,Hybrid,Y,,Business & Management,SAGE,2025-2027
Journal of Orthodontics,1465-3133,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Anaesthesia and Intensive Care,1448-0271,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
Asia-Pacific Journal of Rural Development,2074-0131,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Journal of Asian Economic Integration,2631-6854,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
The Oriental Anthropologist,0976-3430,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Pro Ecclesia,2631-8334,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Australasian Journal of Early Childhood,1839-5961,Hybrid,Y,,Education,SAGE,2025-2027
Avian Biology Research,1758-1567,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
"SEDME (Small Enterprises Development, Management & Extension Journal)",2456-1223,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Review of Development and Change,2632-055X,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Alternatives to Laboratory Animals,2632-3559,Hybrid,Y,,NA,SAGE,2025-2027
Violence: An International Journal,2633-0032,Hybrid,Y,,NA,SAGE,2025-2027
Journal of the Anthropological Survey of India,2632-4369,Hybrid,Y,,NA,SAGE,2025-2027
Incarceration,2632-6663,Hybrid,Y,,NA,SAGE,2025-2027
Research Methods in Medicine & Health Sciences,2632-0843,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Institutionalised Children Explorations and Beyond,2349-3011,Hybrid,Y,,NA,SAGE,2025-2027
Peritoneal Dialysis International,1718-4304,Hybrid,Y,,NA,SAGE,2025-2027
Earthquake Spectra,1944-8201,Hybrid,Y,,NA,SAGE,2025-2027
Primary Dental Journal,2050-1692,Hybrid,Y,,NA,SAGE,2025-2027
New Perspectives,2336-8268,Hybrid,Y,,NA,SAGE,2025-2027
Australasian Marketing Journal,1839-3349,Hybrid,Y,,NA,SAGE,2025-2027
Environment and Planning F,2634-9825,Hybrid,Y,,NA,SAGE,2025-2027
Coastal Studies & Society,2634-9817,Hybrid,Y,,NA,SAGE,2025-2027
Anglican Theological Review,2163-6214,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Human Systems,2634-4041,Hybrid,Y,,NA,SAGE,2025-2027
Multimodality & Society,2634-9809,Hybrid,Y,,NA,SAGE,2025-2027
Progress in Environmental Geography,2753-9687,Hybrid,Y,,NA,SAGE,2025-2027
Transactions in Planning and Urban Research,2754-1223,Hybrid,Y,,NA,SAGE,2025-2027
"Transactions in Urban Data, Science, and Technology",2754-1231,Hybrid,Y,,NA,SAGE,2025-2027
"Transactions in Earth, Environment, and Sustainability",2754-124X,Hybrid,Y,,NA,SAGE,2025-2027
Dialogues in Urban Research,2754-1258,Hybrid,Y,,NA,SAGE,2025-2027
Possibility Studies & Society,2753-8699,Hybrid,Y,,NA,SAGE,2025-2027
Equity in Education & Society,2752-6461,Hybrid,Y,,Education,SAGE,2025-2027
Nursing & Midwifery Research Journal,2752-8367,Hybrid,Y,,NA,SAGE,2025-2027
Journal of the Royal College of Physicians of Edinburgh,2042-8189,Hybrid,Y,,NA,SAGE,2025-2027
Chinese Public Administration Review,2573-1483,Hybrid,Y,,NA,SAGE,2025-2027
Media Watch,2249-8818,Hybrid,Y,,NA,SAGE,2025-2027
Environment and Security,2753-8796,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
"DIY, Alternative Cultures & Society",2753-8702,Hybrid,Y,,NA,SAGE,2025-2027
International Journal of Mass Emergencies & Disasters,2753-5703,Hybrid,Y,,Sociology,SAGE,2025-2027
Chinese Journal of Transnational Law,2753-412X,Hybrid,Y,,NA,SAGE,2025-2027
Journal of Alternative Finance,2753-3743,Hybrid,Y,,Business & Management,SAGE,2025-2027
Environmental Values,1752-7015,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
Journal for the Study of Education and Development,1578-4126,Hybrid,Y,,NA,SAGE,2025-2027
PsyEcology,1989-9386,Hybrid,Y,,NA,SAGE,2025-2027
Studies in Psychology,1579-3699,Hybrid,Y,,NA,SAGE,2025-2027
International Journal of Social Psychology,1579-3680,Hybrid,Y,,NA,SAGE,2025-2027
Culture and Education,1578-4118,Hybrid,Y,,NA,SAGE,2025-2027
Advances in Applied Ceramics,1743-6761,Hybrid,Y,,NA,SAGE,2025-2027
Applied Earth Science,2572-6846,Hybrid,Y,,NA,SAGE,2025-2027
"Corrosion Engineering, Science and Technology",1743-2782,Hybrid,Y,,NA,SAGE,2025-2027
Interdisciplinary Science Reviews,1743-2790,Hybrid,Y,,NA,SAGE,2025-2027
International Materials Reviews,1743-2804,Hybrid,Y,,NA,SAGE,2025-2027
International Wood Products Journal,2042-6453,Hybrid,Y,,NA,SAGE,2025-2027
Ironmaking & Steelmaking,1743-2812,Hybrid,Y,,NA,SAGE,2025-2027
Materials Science and Technology,1743-2847,Hybrid,Y,,NA,SAGE,2025-2027
Mineral Processing and Extractive Metallurgy,2572-665X,Hybrid,Y,,NA,SAGE,2025-2027
Mining Technology,2572-6676,Hybrid,Y,,NA,SAGE,2025-2027
"Plastics, Rubber and Composites",1743-2898,Hybrid,Y,,NA,SAGE,2025-2027
Powder Metallurgy,1743-2901,Hybrid,Y,,NA,SAGE,2025-2027
Science and Technology of Welding and Joining,1743-2936,Not Applicable,N,subcription,,SAGE,2025-2027
Surface Engineering,1743-2944,Hybrid,Y,,NA,SAGE,2025-2027
Review of Religious Research,2211-4866,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Transactions in Energy and Sustainability,2976-8632,Hybrid,Y,,NA,SAGE,2025-2027
Dialogues on Digital Society,2976-8640,Hybrid,Y,,NA,SAGE,2025-2027
Dialogues on Climate Change,2876-8659,Hybrid,Y,,NA,SAGE,2025-2027
"Tribology - Materials, Surfaces & Interfaces",1751-584X,Hybrid,Y,,NA,SAGE,2025-2027
Migration and Development,2163-2332,Hybrid,Y,,NA,SAGE,2025-2027
Dialogues in Sociology,2976-8667,Hybrid,Y,,NA,SAGE,2025-2027
International Journal of Clinical Metabolism and Diabetes,3050-208X,Hybrid,Y,,NA,SAGE,2025-2027
Journal of Psychologists and Counsellors in Schools,2055-6373,Hybrid,Y,,NA,SAGE,2025-2027
Belonging,3029-0805,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Abhigyan,2583-1445,Hybrid,Y,,Business & Management,SAGE,2025-2027
Clinical Hemorheology and Microcirculation,1875-8622,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Environmental Policy and Law,1878-5395,Subscribe to open,y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
Jounal of Alzheimer’s disease,1875-8908,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
International Journal of Applied Electromagnetics and Mechanics,1875-8800,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Journal of Huntington's Disease,1879-6400,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Social Studies of Science,1460-3659,Hybrid,Y,,Science & Society Studies,SAGE,2025-2027
Health,1461-7196,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
Party Politics,1460-3683,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Language and Literature,1461-7293,Hybrid,Y,,Language & Linguistics,SAGE,2025-2027
Economic and Industrial Democracy,1461-7099,Hybrid,Y,,Business & Management,SAGE,2025-2027
Journal of Contemporary History,1461-7250,Hybrid,Y,,History,SAGE,2025-2027
Educational Management Administration & Leadership,1741-1440,Hybrid,Y,,Education,SAGE,2025-2027
International Social Work,1461-7234,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Journal of European Social Policy,1461-7269,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Social & Legal Studies,1461-7390,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
European History Quarterly,1461-7110,Hybrid,Y,,Arts & Humanities,SAGE,2025-2027
International Political Science Review,1460-373X,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Security Dialogue,1460-3640,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Journal of Social and Personal Relationships,1460-3608,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Critique of Anthropology,1460-3721,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
European Journal of Communication,1460-3705,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
History of the Human Sciences,1461-720X,Hybrid,Y,,Science & Society Studies,SAGE,2025-2027
Rationality and Society,1461-7358,Hybrid,Y,,Sociology,SAGE,2025-2027
European Journal of Industrial Relations,1461-7129,Hybrid,Y,,Business & Management,SAGE,2025-2027
Clinical Child Psychology and Psychiatry,1461-7021,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Theoretical Criminology,1461-7439,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
Sexualities,1461-7382,Hybrid,Y,,Sociology,SAGE,2025-2027
Thesis Eleven,1461-7455,Hybrid,Y,,Sociology,SAGE,2025-2027
"Theory, Culture & Society",1460-3616,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Journal of Health Psychology,1461-7277,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Childhood,1461-7013,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
International Review of Administrative Sciences,1461-7226,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Philosophy & Social Criticism,1461-734X,Hybrid,Y,,Arts & Humanities,SAGE,2025-2027
Cooperation and Conflict,1460-3691,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
"Media, Culture & Society",1460-3675,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
Current Sociology,1461-7064,Hybrid,Y,,Sociology,SAGE,2025-2027
Journal of Material Culture,1460-3586,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Journal of Psychopharmacology,1461-7285,Hybrid,Y,,Pharmacology & Toxicology,SAGE,2025-2027
Body & Society,1460-3632,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Organization,1461-7323,Hybrid,Y,,Business & Management,SAGE,2025-2027
Discourse & Society,1460-3624,Hybrid,Y,,Language & Linguistics,SAGE,2025-2027
Social Compass,1461-7404,Hybrid,Y,,Sociology,SAGE,2025-2027
Group Analysis,1461-717X,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Critical Social Policy,1461-703X,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
European Urban and Regional Studies,1461-7145,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
Evaluation,1461-7153,Hybrid,Y,,Research Methods & Evaluation,SAGE,2025-2027
International Review for the Sociology of Sport,1461-7218,Hybrid,Y,,Sociology,SAGE,2025-2027
Social Science Information,1461-7412,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
European Journal of International Relations,1460-3713,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Theory & Psychology,1461-7447,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Culture & Psychology,1461-7056,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
European Journal of Women's Studies,1461-7420,Hybrid,Y,,Sociology,SAGE,2025-2027
Management Learning,1461-7307,Hybrid,Y,,Business & Management,SAGE,2025-2027
Time & Society,1461-7463,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Journal of Peace Research,1460-3578,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Cultural Dynamics,1461-7048,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Journal of Theoretical Politics,1460-3667,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
New Media & Society,1461-7315,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
Transcultural Psychiatry,1461-7471,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
International Communication Gazette,1748-0493,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
School Psychology International,1461-7374,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Feminism & Psychology,1461-7161,Hybrid,Y,,Sociology,SAGE,2025-2027
Autism,1461-7005,Hybrid,Y,,Education,SAGE,2025-2027
International Sociology,1461-7242,Hybrid,Y,,Sociology,SAGE,2025-2027
Sociological Research Online,1360-7804,Hybrid,Y,,Sociology,SAGE,2025-2027
European Journal of Cultural Studies,1460-3551,Hybrid,Y,,Cultural Studies,SAGE,2025-2027
International Journal of Cultural Studies,1460-356X,Hybrid,Y,,Cultural Studies,SAGE,2025-2027
Group Processes & Intergroup Relations,1461-7188,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
European Journal of Social Theory,1461-7137,Hybrid,Y,,Cultural Studies,SAGE,2025-2027
Discourse Studies,1461-7080,Hybrid,Y,,Language & Linguistics,SAGE,2025-2027
Punishment & Society,1741-3095,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
European Physical Education Review,1741-2749,Hybrid,Y,,Education,SAGE,2025-2027
Feminist Theory,1741-2773,Hybrid,Y,,Sociology,SAGE,2025-2027
Anthropological Theory,1741-2641,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Journalism,1741-3001,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
European Union Politics,1741-2757,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Ethnography,1741-2714,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Human Relations,1741-282X,Hybrid,Y,,Business & Management,SAGE,2025-2027
Tourist Studies,1741-3206,Hybrid,Y,,Vocational & Professional Studies,SAGE,2025-2027
Criminology & Criminal Justice,1748-8966,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
Race & Class,1741-3125,Hybrid,Y,,Area & Ethnic Studies,SAGE,2025-2027
Global Social Policy,1741-2803,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Journal of Social Work,1741-296X,Hybrid,Y,,Social Work & Social Policy,SAGE,2025-2027
Dementia,1741-2684,Hybrid,Y,,Aging & Gerontology,SAGE,2025-2027
International Journal of Cross Cultural Management,1741-2838,Hybrid,Y,,Business & Management,SAGE,2025-2027
Qualitative Research,1741-3109,Hybrid,Y,,Research Methods & Evaluation,SAGE,2025-2027
Marketing Theory,1741-301X,Hybrid,Y,,Marketing & Hospitality,SAGE,2025-2027
Journal of Intellectual Disabilities,1744-6309,Hybrid,Y,,Education,SAGE,2025-2027
Ethnicities,1741-2706,Hybrid,Y,,Area & Ethnic Studies,SAGE,2025-2027
Journal of Classical Sociology,1741-2897,Hybrid,Y,,Sociology,SAGE,2025-2027
Journal of Early Childhood Literacy,1741-2919,Hybrid,Y,,Education,SAGE,2025-2027
Journal of Social Archaeology,1741-2951,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Journal of Consumer Culture,1741-2900,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Active Learning in Higher Education,1741-2625,Hybrid,Y,,Education,SAGE,2025-2027
"Politics, Philosophy & Economics",1741-3060,Hybrid,Y,,Arts & Humanities,SAGE,2025-2027
Visual Communication,1741-3214,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Journal of Sociology,1741-2978,Hybrid,Y,,Cultural Studies,SAGE,2025-2027
Journal of Visual Culture,1741-2994,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Arts and Humanities in Higher Education,1741-265X,Hybrid,Y,,Arts & Humanities,SAGE,2025-2027
European Journal of Political Theory,1741-2730,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Planning Theory,1741-3052,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
